actual_cost,date,items,quantity,row_id,Location_row_name
2856.81,2022/7/1,46,1310,04C,NHS LEICESTER CITY
7492.83,2022/7/1,120,3547,04V,NHS WEST LEICESTERSHIRE
350.73,2022/7/1,12,168,04Y,NHS CANNOCK CHASE
54.73,2022/7/1,1,28,05G,NHS NORTH STAFFORDSHIRE
296.69,2022/7/1,5,140,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
249.54,2022/7/1,4,112,05V,NHS STAFFORD AND SURROUNDS
107.1,2022/7/1,2,56,05W,NHS STOKE ON TRENT
2993.82,2022/7/1,48,1428,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
2081.87,2022/7/1,35,983,06K,NHS EAST AND NORTH HERTFORDSHIRE
771.9,2022/7/1,12,385,06L,NHS IPSWICH AND EAST SUFFOLK
335.42,2022/7/1,4,168,06N,NHS HERTS VALLEYS
1671.13,2022/7/1,24,812,06Q,NHS MID ESSEX
1463.65,2022/7/1,25,700,06T,NHS NORTH EAST ESSEX
1634.8,2022/7/1,27,812,07G,NHS THURROCK
5899.18,2022/7/1,83,2998,07H,NHS WEST ESSEX
861.22,2022/7/1,13,392,07K,NHS WEST SUFFOLK
1220.45,2022/7/1,17,588,09D,NHS BRIGHTON AND HOVE
1795.48,2022/7/1,24,868,10Q,NHS OXFORDSHIRE
416.08,2022/7/1,5,196,10R,NHS PORTSMOUTH
8921.46,2022/7/1,125,4228,11J,NHS DORSET
569.38,2022/7/1,16,266,11M,NHS GLOUCESTERSHIRE
2940.83,2022/7/1,45,1316,11N,NHS CORNWALL AND THE ISLES OF SCILLY
71.22,2022/7/1,1,28,11X,NHS SOMERSET
1398.97,2022/7/1,23,679,12F,NHS WIRRAL
814.37,2022/7/1,13,364,13T,NHS NEWCASTLE GATESHEAD
1720.41,2022/7/1,28,784,14L,NHS MANCHESTER
1246.15,2022/7/1,16,616,14Y,NHS BUCKINGHAMSHIRE
1289.08,2022/7/1,17,644,15A,NHS BERKSHIRE WEST
116.01,2022/7/1,2,56,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
748.98,2022/7/1,11,364,15E,NHS BIRMINGHAM AND SOLIHULL
2152.22,2022/7/1,29,966,15F,NHS LEEDS
20283.06,2022/7/1,303,9338,15M,NHS DERBY AND DERBYSHIRE
1064.68,2022/7/1,18,518,15N,NHS DEVON
1278.41,2022/7/1,21,588,16C,NHS TEES VALLEY
4468.83,2022/7/1,69,2086,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
1551.34,2022/7/1,23,728,26A,NHS NORFOLK AND WAVENEY
792.39,2022/7/1,14,392,27D,NHS CHESHIRE
2202.33,2022/7/1,41,1036,36J,NHS BRADFORD DISTRICT AND CRAVEN
11880.24,2022/7/1,164,5714,36L,NHS SOUTH WEST LONDON
1825.03,2022/7/1,33,840,42D,NHS NORTH YORKSHIRE
296.69,2022/7/1,5,140,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
2903.11,2022/7/1,39,1344,70F,NHS WEST SUSSEX
13033.62,2022/7/1,192,6201,71E,NHS LINCOLNSHIRE
5595.53,2022/7/1,78,2632,72Q,NHS SOUTH EAST LONDON
1339.44,2022/7/1,23,646,78H,NHS NORTHAMPTONSHIRE
1332.35,2022/7/1,20,644,84H,NHS COUNTY DURHAM
29626.86,2022/7/1,448,14031,91Q,NHS KENT AND MEDWAY
14358.27,2022/7/1,208,6729,92A,NHS SURREY HEARTLANDS
4300.67,2022/7/1,37,2064,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
5729.44,2022/7/1,93,2770,93C,NHS NORTH CENTRAL LONDON
4576.22,2022/7/1,75,2135,97R,NHS EAST SUSSEX
409.02,2022/7/1,6,196,99A,NHS LIVERPOOL
1396.62,2022/7/1,21,672,99C,NHS NORTH TYNESIDE
1503.73,2022/7/1,26,735,99E,NHS BASILDON AND BRENTWOOD
2323.42,2022/7/1,30,1092,99F,NHS CASTLE POINT AND ROCHFORD
2492.89,2022/7/1,37,1232,99G,NHS SOUTHEND
7196.42,2022/7/1,121,3406,A3A8R,NHS NORTH EAST LONDON
1469.99,2022/7/1,17,672,B2M3M,NHS COVENTRY AND WARWICKSHIRE
5144.36,2022/7/1,73,2494,D2P2L,NHS BLACK COUNTRY
6890.64,2022/7/1,103,3227,D4U1Y,NHS FRIMLEY
8613.83,2022/7/1,126,4037,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
6356.8,2022/7/1,92,3012,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
602.74,2022/7/1,4,308,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
7580.88,2022/7/1,99,3548,W2U3Z,NHS NORTH WEST LONDON
919.58,2022/7/1,17,413,X2C4Y,NHS KIRKLEES
7667.76,2022/8/1,117,3472,00L,NHS NORTHUMBERLAND
515.34,2022/8/1,9,252,00N,NHS SOUTH TYNESIDE
500.15,2022/8/1,8,224,00P,NHS SUNDERLAND
844.19,2022/8/1,17,392,00Q,NHS BLACKBURN WITH DARWEN
1580.84,2022/8/1,20,736,00R,NHS BLACKPOOL
686.51,2022/8/1,16,322,00T,NHS BOLTON
903.1,2022/8/1,16,408,00V,NHS BURY
115.94,2022/8/1,2,56,00X,NHS CHORLEY AND SOUTH RIBBLE
1665.61,2022/8/1,18,724,00Y,NHS OLDHAM
2736.84,2022/8/1,44,1316,01A,NHS EAST LANCASHIRE
850.49,2022/8/1,14,420,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
1328.97,2022/8/1,23,633,01E,NHS GREATER PRESTON
54.7,2022/8/1,1,28,01F,NHS HALTON
1190.27,2022/8/1,21,546,01G,NHS SALFORD
928.83,2022/8/1,14,448,01H,NHS NORTH CUMBRIA
71.19,2022/8/1,1,28,01J,NHS KNOWSLEY
1678.54,2022/8/1,28,784,01K,NHS MORECAMBE BAY
122.48,2022/8/1,2,56,01T,NHS SOUTH SEFTON
963.93,2022/8/1,15,420,01W,NHS STOCKPORT
693.78,2022/8/1,8,333,01X,NHS ST HELENS
132.43,2022/8/1,2,56,01Y,NHS TAMESIDE AND GLOSSOP
1944,2022/8/1,34,903,02A,NHS TRAFFORD
2316.7,2022/8/1,29,1070,02E,NHS WARRINGTON
964.96,2022/8/1,14,476,02G,NHS WEST LANCASHIRE
1574.98,2022/8/1,25,756,02H,NHS WIGAN BOROUGH
974.37,2022/8/1,15,448,02M,NHS FYLDE AND WYRE
1738.36,2022/8/1,26,814,02P,NHS BARNSLEY
378.45,2022/8/1,6,168,02Q,NHS BASSETLAW
497.18,2022/8/1,11,224,02T,NHS CALDERDALE
717.13,2022/8/1,12,336,02X,NHS DONCASTER
3571.03,2022/8/1,55,1722,02Y,NHS EAST RIDING OF YORKSHIRE
825.45,2022/8/1,19,371,03F,NHS HULL
54.7,2022/8/1,1,28,03H,NHS NORTH EAST LINCOLNSHIRE
71.17,2022/8/1,1,28,03K,NHS NORTH LINCOLNSHIRE
180.59,2022/8/1,3,84,03L,NHS ROTHERHAM
4544.17,2022/8/1,71,2074,03N,NHS SHEFFIELD
1304.28,2022/8/1,19,612,03Q,NHS VALE OF YORK
1978.87,2022/8/1,32,952,03R,NHS WAKEFIELD
5042.21,2022/8/1,76,2456,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
4172,2022/8/1,61,1979,04C,NHS LEICESTER CITY
7768.59,2022/8/1,118,3712,04V,NHS WEST LEICESTERSHIRE
185.22,2022/8/1,6,84,04Y,NHS CANNOCK CHASE
54.7,2022/8/1,1,28,05G,NHS NORTH STAFFORDSHIRE
467.68,2022/8/1,7,224,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
187.13,2022/8/1,3,84,05V,NHS STAFFORD AND SURROUNDS
290.78,2022/8/1,5,140,05W,NHS STOKE ON TRENT
2931.99,2022/8/1,48,1456,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
1550.19,2022/8/1,26,709,06K,NHS EAST AND NORTH HERTFORDSHIRE
1524.37,2022/8/1,20,777,06L,NHS IPSWICH AND EAST SUFFOLK
448.85,2022/8/1,6,224,06N,NHS HERTS VALLEYS
1846.65,2022/8/1,26,924,06Q,NHS MID ESSEX
1995.66,2022/8/1,34,994,06T,NHS NORTH EAST ESSEX
1592.02,2022/8/1,25,770,07G,NHS THURROCK
5341.92,2022/8/1,73,2698,07H,NHS WEST ESSEX
976.72,2022/8/1,15,448,07K,NHS WEST SUFFOLK
999.25,2022/8/1,18,490,09D,NHS BRIGHTON AND HOVE
1481.78,2022/8/1,17,728,10Q,NHS OXFORDSHIRE
429.99,2022/8/1,5,196,10R,NHS PORTSMOUTH
8875.67,2022/8/1,121,4270,11J,NHS DORSET
414.94,2022/8/1,14,182,11M,NHS GLOUCESTERSHIRE
2547.27,2022/8/1,41,1176,11N,NHS CORNWALL AND THE ISLES OF SCILLY
109.38,2022/8/1,2,56,11X,NHS SOMERSET
1613.24,2022/8/1,24,756,12F,NHS WIRRAL
1223.12,2022/8/1,19,546,13T,NHS NEWCASTLE GATESHEAD
2290.03,2022/8/1,35,1008,14L,NHS MANCHESTER
2388.55,2022/8/1,28,1120,14Y,NHS BUCKINGHAMSHIRE
1737.21,2022/8/1,23,840,15A,NHS BERKSHIRE WEST
54.7,2022/8/1,1,28,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
527.94,2022/8/1,4,264,15E,NHS BIRMINGHAM AND SOLIHULL
1727.42,2022/8/1,28,791,15F,NHS LEEDS
20235.44,2022/8/1,311,9397,15M,NHS DERBY AND DERBYSHIRE
1080.35,2022/8/1,17,504,15N,NHS DEVON
1139.78,2022/8/1,19,532,16C,NHS TEES VALLEY
3523.99,2022/8/1,57,1617,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
1463,2022/8/1,23,707,26A,NHS NORFOLK AND WAVENEY
1072.77,2022/8/1,18,504,27D,NHS CHESHIRE
1834.46,2022/8/1,34,868,36J,NHS BRADFORD DISTRICT AND CRAVEN
10083.54,2022/8/1,156,4874,36L,NHS SOUTH WEST LONDON
1909.68,2022/8/1,35,875,42D,NHS NORTH YORKSHIRE
140.13,2022/8/1,3,70,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
2081.74,2022/8/1,30,931,70F,NHS WEST SUSSEX
12288.42,2022/8/1,195,5747,71E,NHS LINCOLNSHIRE
5066.05,2022/8/1,66,2366,72Q,NHS SOUTH EAST LONDON
1354.92,2022/8/1,22,644,78H,NHS NORTHAMPTONSHIRE
1994.57,2022/8/1,31,952,84H,NHS COUNTY DURHAM
27816.09,2022/8/1,430,13219,91Q,NHS KENT AND MEDWAY
12011.58,2022/8/1,188,5679,92A,NHS SURREY HEARTLANDS
2567.08,2022/8/1,26,1248,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
5238.52,2022/8/1,87,2519,93C,NHS NORTH CENTRAL LONDON
4229.28,2022/8/1,74,1967,97R,NHS EAST SUSSEX
161.74,2022/8/1,2,84,99A,NHS LIVERPOOL
1480.18,2022/8/1,23,700,99C,NHS NORTH TYNESIDE
1978.9,2022/8/1,33,952,99E,NHS BASILDON AND BRENTWOOD
2351.23,2022/8/1,30,1120,99F,NHS CASTLE POINT AND ROCHFORD
2427.95,2022/8/1,34,1148,99G,NHS SOUTHEND
7754.68,2022/8/1,141,3665,A3A8R,NHS NORTH EAST LONDON
1934.54,2022/8/1,21,896,B2M3M,NHS COVENTRY AND WARWICKSHIRE
5051.91,2022/8/1,73,2466,D2P2L,NHS BLACK COUNTRY
6266.4,2022/8/1,87,2970,D4U1Y,NHS FRIMLEY
7319.61,2022/8/1,112,3395,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
6487.16,2022/8/1,95,3100,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
611.29,2022/8/1,4,308,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
5943.15,2022/8/1,82,2823,W2U3Z,NHS NORTH WEST LONDON
1636.87,2022/8/1,24,770,X2C4Y,NHS KIRKLEES
7278.52,2022/9/1,116,3304,00L,NHS NORTHUMBERLAND
464.9,2022/9/1,8,224,00N,NHS SOUTH TYNESIDE
654.41,2022/9/1,11,308,00P,NHS SUNDERLAND
445.95,2022/9/1,9,196,00Q,NHS BLACKBURN WITH DARWEN
2539.41,2022/9/1,36,1210,00R,NHS BLACKPOOL
1045.13,2022/9/1,20,504,00T,NHS BOLTON
960.24,2022/9/1,15,434,00V,NHS BURY
1648.06,2022/9/1,16,762,00Y,NHS OLDHAM
2525.22,2022/9/1,41,1204,01A,NHS EAST LANCASHIRE
831.55,2022/9/1,11,398,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
1018.13,2022/9/1,15,484,01E,NHS GREATER PRESTON
1377.76,2022/9/1,25,623,01G,NHS SALFORD
852.27,2022/9/1,14,420,01H,NHS NORTH CUMBRIA
71.2,2022/9/1,1,28,01J,NHS KNOWSLEY
2214.78,2022/9/1,39,1042,01K,NHS MORECAMBE BAY
183.75,2022/9/1,3,84,01T,NHS SOUTH SEFTON
71.2,2022/9/1,1,28,01V,NHS SOUTHPORT AND FORMBY
811.74,2022/9/1,13,364,01W,NHS STOCKPORT
618.48,2022/9/1,7,295,01X,NHS ST HELENS
132.45,2022/9/1,2,56,01Y,NHS TAMESIDE AND GLOSSOP
1692.97,2022/9/1,29,784,02A,NHS TRAFFORD
2058.35,2022/9/1,25,936,02E,NHS WARRINGTON
912.88,2022/9/1,16,462,02G,NHS WEST LANCASHIRE
1989.79,2022/9/1,30,966,02H,NHS WIGAN BOROUGH
903.32,2022/9/1,14,420,02M,NHS FYLDE AND WYRE
1943.64,2022/9/1,32,910,02P,NHS BARNSLEY
563.3,2022/9/1,9,252,02Q,NHS BASSETLAW
558.18,2022/9/1,10,259,02T,NHS CALDERDALE
794.96,2022/9/1,13,364,02X,NHS DONCASTER
3718.74,2022/9/1,55,1778,02Y,NHS EAST RIDING OF YORKSHIRE
1259.49,2022/9/1,23,581,03F,NHS HULL
54.71,2022/9/1,1,28,03H,NHS NORTH EAST LINCOLNSHIRE
142.37,2022/9/1,2,56,03K,NHS NORTH LINCOLNSHIRE
335.3,2022/9/1,4,168,03L,NHS ROTHERHAM
6167.76,2022/9/1,99,2842,03N,NHS SHEFFIELD
1123.33,2022/9/1,20,560,03Q,NHS VALE OF YORK
2339.73,2022/9/1,39,1099,03R,NHS WAKEFIELD
5039.62,2022/9/1,83,2441,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
4030.18,2022/9/1,62,1926,04C,NHS LEICESTER CITY
7690.69,2022/9/1,117,3644,04V,NHS WEST LEICESTERSHIRE
296.03,2022/9/1,5,147,04Y,NHS CANNOCK CHASE
164.13,2022/9/1,3,84,05G,NHS NORTH STAFFORDSHIRE
239.51,2022/9/1,4,112,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
411.18,2022/9/1,5,196,05V,NHS STAFFORD AND SURROUNDS
61.25,2022/9/1,1,28,05W,NHS STOKE ON TRENT
3101.12,2022/9/1,47,1519,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
2016.97,2022/9/1,34,955,06K,NHS EAST AND NORTH HERTFORDSHIRE
1271.52,2022/9/1,16,637,06L,NHS IPSWICH AND EAST SUFFOLK
655.66,2022/9/1,12,308,06N,NHS HERTS VALLEYS
1405.58,2022/9/1,19,700,06Q,NHS MID ESSEX
2591.9,2022/9/1,43,1309,06T,NHS NORTH EAST ESSEX
1476.04,2022/9/1,23,700,07G,NHS THURROCK
6715.46,2022/9/1,89,3426,07H,NHS WEST ESSEX
1289.91,2022/9/1,19,588,07K,NHS WEST SUFFOLK
1445.76,2022/9/1,20,710,09D,NHS BRIGHTON AND HOVE
2859.59,2022/9/1,37,1400,10Q,NHS OXFORDSHIRE
287.67,2022/9/1,4,140,10R,NHS PORTSMOUTH
8080.98,2022/9/1,117,3850,11J,NHS DORSET
685.01,2022/9/1,16,308,11M,NHS GLOUCESTERSHIRE
2313.95,2022/9/1,36,1036,11N,NHS CORNWALL AND THE ISLES OF SCILLY
54.7,2022/9/1,1,28,11X,NHS SOMERSET
1857.71,2022/9/1,28,896,12F,NHS WIRRAL
1070.09,2022/9/1,17,476,13T,NHS NEWCASTLE GATESHEAD
2207.71,2022/9/1,36,1008,14L,NHS MANCHESTER
1254.07,2022/9/1,18,616,14Y,NHS BUCKINGHAMSHIRE
2100.63,2022/9/1,24,1042,15A,NHS BERKSHIRE WEST
54.71,2022/9/1,1,28,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
229.55,2022/9/1,3,112,15E,NHS BIRMINGHAM AND SOLIHULL
2579.65,2022/9/1,36,1127,15F,NHS LEEDS
20264.47,2022/9/1,301,9273,15M,NHS DERBY AND DERBYSHIRE
692.63,2022/9/1,13,320,15N,NHS DEVON
957.01,2022/9/1,16,448,16C,NHS TEES VALLEY
5013.57,2022/9/1,72,2303,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
1342.93,2022/9/1,20,644,26A,NHS NORFOLK AND WAVENEY
906.22,2022/9/1,16,448,27D,NHS CHESHIRE
2213.26,2022/9/1,40,1036,36J,NHS BRADFORD DISTRICT AND CRAVEN
10387.68,2022/9/1,154,5016,36L,NHS SOUTH WEST LONDON
1453.64,2022/9/1,27,667,42D,NHS NORTH YORKSHIRE
228.29,2022/9/1,4,117,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
2426.98,2022/9/1,36,1120,70F,NHS WEST SUSSEX
13100.95,2022/9/1,194,6181,71E,NHS LINCOLNSHIRE
5135.9,2022/9/1,72,2408,72Q,NHS SOUTH EAST LONDON
1258.01,2022/9/1,20,588,78H,NHS NORTHAMPTONSHIRE
1614.27,2022/9/1,25,756,84H,NHS COUNTY DURHAM
28376.88,2022/9/1,421,13451,91Q,NHS KENT AND MEDWAY
14275.1,2022/9/1,210,6732,92A,NHS SURREY HEARTLANDS
3156.38,2022/9/1,32,1508,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
6740.57,2022/9/1,96,3242,93C,NHS NORTH CENTRAL LONDON
4249.88,2022/9/1,77,1988,97R,NHS EAST SUSSEX
608.31,2022/9/1,8,280,99A,NHS LIVERPOOL
1394.52,2022/9/1,22,672,99C,NHS NORTH TYNESIDE
1575.78,2022/9/1,26,784,99E,NHS BASILDON AND BRENTWOOD
1746.12,2022/9/1,22,812,99F,NHS CASTLE POINT AND ROCHFORD
3274.83,2022/9/1,47,1596,99G,NHS SOUTHEND
6852.42,2022/9/1,120,3203,A3A8R,NHS NORTH EAST LONDON
1484.1,2022/9/1,16,700,B2M3M,NHS COVENTRY AND WARWICKSHIRE
5251.29,2022/9/1,75,2578,D2P2L,NHS BLACK COUNTRY
6629.5,2022/9/1,91,3136,D4U1Y,NHS FRIMLEY
8236.28,2022/9/1,129,3843,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
7112.14,2022/9/1,104,3320,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
741.72,2022/9/1,4,392,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
7665.21,2022/9/1,108,3639,W2U3Z,NHS NORTH WEST LONDON
1376.59,2022/9/1,21,644,X2C4Y,NHS KIRKLEES
8349.66,2022/10/1,131,3815,00L,NHS NORTHUMBERLAND
537.96,2022/10/1,9,252,00N,NHS SOUTH TYNESIDE
724.94,2022/10/1,11,336,00P,NHS SUNDERLAND
1125.74,2022/10/1,19,532,00Q,NHS BLACKBURN WITH DARWEN
2245.88,2022/10/1,35,1069,00R,NHS BLACKPOOL
748.36,2022/10/1,17,350,00T,NHS BOLTON
966.96,2022/10/1,15,434,00V,NHS BURY
186.99,2022/10/1,3,84,00X,NHS CHORLEY AND SOUTH RIBBLE
1847.06,2022/10/1,18,794,00Y,NHS OLDHAM
2645.06,2022/10/1,42,1264,01A,NHS EAST LANCASHIRE
920.1,2022/10/1,14,454,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
1319.27,2022/10/1,20,664,01E,NHS GREATER PRESTON
1256.34,2022/10/1,24,553,01G,NHS SALFORD
1556.05,2022/10/1,26,756,01H,NHS NORTH CUMBRIA
175.74,2022/10/1,3,84,01J,NHS KNOWSLEY
2023.54,2022/10/1,35,959,01K,NHS MORECAMBE BAY
122.4,2022/10/1,2,56,01T,NHS SOUTH SEFTON
653.8,2022/10/1,10,280,01W,NHS STOCKPORT
671.93,2022/10/1,5,324,01X,NHS ST HELENS
132.33,2022/10/1,2,56,01Y,NHS TAMESIDE AND GLOSSOP
2104.64,2022/10/1,36,980,02A,NHS TRAFFORD
2517.61,2022/10/1,29,1163,02E,NHS WARRINGTON
968.14,2022/10/1,15,476,02G,NHS WEST LANCASHIRE
1611.66,2022/10/1,27,784,02H,NHS WIGAN BOROUGH
916.1,2022/10/1,13,420,02M,NHS FYLDE AND WYRE
1656.17,2022/10/1,23,756,02P,NHS BARNSLEY
245.83,2022/10/1,4,112,02Q,NHS BASSETLAW
567.94,2022/10/1,12,252,02T,NHS CALDERDALE
972.35,2022/10/1,16,448,02X,NHS DONCASTER
3551.6,2022/10/1,54,1694,02Y,NHS EAST RIDING OF YORKSHIRE
855.47,2022/10/1,17,399,03F,NHS HULL
54.66,2022/10/1,1,28,03H,NHS NORTH EAST LINCOLNSHIRE
71.12,2022/10/1,1,28,03K,NHS NORTH LINCOLNSHIRE
356.18,2022/10/1,5,168,03L,NHS ROTHERHAM
6368.75,2022/10/1,103,2912,03N,NHS SHEFFIELD
1581.71,2022/10/1,24,776,03Q,NHS VALE OF YORK
2066.19,2022/10/1,34,997,03R,NHS WAKEFIELD
5162.58,2022/10/1,78,2536,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
3972.41,2022/10/1,58,1821,04C,NHS LEICESTER CITY
7014.01,2022/10/1,108,3322,04V,NHS WEST LEICESTERSHIRE
335.9,2022/10/1,10,161,04Y,NHS CANNOCK CHASE
109.32,2022/10/1,2,56,05G,NHS NORTH STAFFORDSHIRE
362.74,2022/10/1,6,168,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
235.08,2022/10/1,3,112,05V,NHS STAFFORD AND SURROUNDS
61.2,2022/10/1,1,28,05W,NHS STOKE ON TRENT
2837.25,2022/10/1,46,1372,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
2030.57,2022/10/1,33,958,06K,NHS EAST AND NORTH HERTFORDSHIRE
1331.53,2022/10/1,17,665,06L,NHS IPSWICH AND EAST SUFFOLK
624.23,2022/10/1,8,308,06N,NHS HERTS VALLEYS
1578.76,2022/10/1,23,756,06Q,NHS MID ESSEX
2919.47,2022/10/1,46,1463,06T,NHS NORTH EAST ESSEX
1880.85,2022/10/1,27,924,07G,NHS THURROCK
5403.07,2022/10/1,76,2752,07H,NHS WEST ESSEX
690.92,2022/10/1,11,308,07K,NHS WEST SUFFOLK
1304.19,2022/10/1,27,644,09D,NHS BRIGHTON AND HOVE
1237.96,2022/10/1,16,616,10Q,NHS OXFORDSHIRE
486.66,2022/10/1,5,224,10R,NHS PORTSMOUTH
8729.15,2022/10/1,128,4172,11J,NHS DORSET
371.6,2022/10/1,12,168,11M,NHS GLOUCESTERSHIRE
2648.36,2022/10/1,42,1204,11N,NHS CORNWALL AND THE ISLES OF SCILLY
106.96,2022/10/1,2,56,11X,NHS SOMERSET
2186.45,2022/10/1,33,1036,12F,NHS WIRRAL
1007.91,2022/10/1,16,448,13T,NHS NEWCASTLE GATESHEAD
2419.97,2022/10/1,38,1078,14L,NHS MANCHESTER
1983.85,2022/10/1,26,924,14Y,NHS BUCKINGHAMSHIRE
1597.02,2022/10/1,21,784,15A,NHS BERKSHIRE WEST
106.97,2022/10/1,2,56,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
54.66,2022/10/1,1,28,15E,NHS BIRMINGHAM AND SOLIHULL
1982.96,2022/10/1,29,896,15F,NHS LEEDS
20882.71,2022/10/1,313,9635,15M,NHS DERBY AND DERBYSHIRE
853.06,2022/10/1,14,420,15N,NHS DEVON
1171.9,2022/10/1,19,532,16C,NHS TEES VALLEY
3536.5,2022/10/1,56,1624,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
1214.94,2022/10/1,22,588,26A,NHS NORFOLK AND WAVENEY
707.94,2022/10/1,12,336,27D,NHS CHESHIRE
2358.21,2022/10/1,40,1120,36J,NHS BRADFORD DISTRICT AND CRAVEN
11456.68,2022/10/1,171,5452,36L,NHS SOUTH WEST LONDON
1358.27,2022/10/1,24,616,42D,NHS NORTH YORKSHIRE
163.97,2022/10/1,2,84,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
2160.1,2022/10/1,29,1036,70F,NHS WEST SUSSEX
12474.55,2022/10/1,187,5864,71E,NHS LINCOLNSHIRE
6483.92,2022/10/1,90,2996,72Q,NHS SOUTH EAST LONDON
1427.34,2022/10/1,23,672,78H,NHS NORTHAMPTONSHIRE
2154.72,2022/10/1,36,1036,84H,NHS COUNTY DURHAM
30721.89,2022/10/1,461,14633,91Q,NHS KENT AND MEDWAY
14242.98,2022/10/1,215,6747,92A,NHS SURREY HEARTLANDS
4672.89,2022/10/1,43,2212,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
6045.45,2022/10/1,98,2918,93C,NHS NORTH CENTRAL LONDON
3790.14,2022/10/1,67,1757,97R,NHS EAST SUSSEX
296.3,2022/10/1,4,140,99A,NHS LIVERPOOL
1781.83,2022/10/1,26,826,99C,NHS NORTH TYNESIDE
2649.26,2022/10/1,42,1316,99E,NHS BASILDON AND BRENTWOOD
1896.52,2022/10/1,26,924,99F,NHS CASTLE POINT AND ROCHFORD
2182.12,2022/10/1,32,1036,99G,NHS SOUTHEND
7673.55,2022/10/1,120,3587,A3A8R,NHS NORTH EAST LONDON
2060.15,2022/10/1,26,952,B2M3M,NHS COVENTRY AND WARWICKSHIRE
4860.02,2022/10/1,74,2368,D2P2L,NHS BLACK COUNTRY
5896.72,2022/10/1,91,2813,D4U1Y,NHS FRIMLEY
10602.66,2022/10/1,153,4985,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
6353.65,2022/10/1,91,2996,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
227,2022/10/1,4,112,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
7638.99,2022/10/1,94,3670,W2U3Z,NHS NORTH WEST LONDON
1416.33,2022/10/1,23,681,X2C4Y,NHS KIRKLEES
7762.96,2022/11/1,119,3528,00L,NHS NORTHUMBERLAND
957.84,2022/11/1,16,448,00N,NHS SOUTH TYNESIDE
841.84,2022/11/1,14,392,00P,NHS SUNDERLAND
994.31,2022/11/1,17,452,00Q,NHS BLACKBURN WITH DARWEN
2384.56,2022/11/1,36,1107,00R,NHS BLACKPOOL
730.47,2022/11/1,15,336,00T,NHS BOLTON
630.2,2022/11/1,10,287,00V,NHS BURY
398.02,2022/11/1,8,182,00X,NHS CHORLEY AND SOUTH RIBBLE
1413.59,2022/11/1,15,644,00Y,NHS OLDHAM
2765.31,2022/11/1,44,1344,01A,NHS EAST LANCASHIRE
807.5,2022/11/1,11,392,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
1553.2,2022/11/1,24,748,01E,NHS GREATER PRESTON
